Country Name,Indicator Name,Year,Observation Value,Nature,Obs_Status,Date Updated,Country Files,Footnote,Continent,Year_Total,Percentage_of_Total
Malaysia,Beach litter originating from national land-based sources ends in the Ocean,2022,238385,M,A,2023-10-08,-,-,Asia,5265779,4.53
Maldives,Beach litter originating from national land-based sources ends in the Ocean,2017,100,M,A,2022-02-02,-,-,Asia,4753968,0.0
Maldives,Beach litter originating from national land-based sources ends in the Ocean,2018,103,M,A,2022-02-02,-,-,Asia,4709069,0.0
Maldives,Beach litter originating from national land-based sources ends in the Ocean,2019,117,M,A,2022-02-02,-,-,Asia,4667449,0.0
Maldives,Beach litter originating from national land-based sources ends in the Ocean,2020,130,M,A,2022-02-02,-,-,Asia,4896483,0.0
Maldives,Beach litter originating from national land-based sources ends in the Ocean,2021,115,M,A,2022-02-02,-,-,Asia,5283239,0.0
Maldives,Beach litter originating from national land-based sources ends in the Ocean,2022,110,M,A,2023-10-08,-,-,Asia,5265779,0.0
Malta,Beach litter originating from national land-based sources ends in the Ocean,2017,43,M,A,2022-02-02,-,-,Europe,4753968,0.0
Malta,Beach litter originating from national land-based sources ends in the Ocean,2018,57,M,A,2022-02-02,-,-,Europe,4709069,0.0
Malta,Beach litter originating from national land-based sources ends in the Ocean,2019,45,M,A,2022-02-02,-,-,Europe,4667449,0.0
Malta,Beach litter originating from national land-based sources ends in the Ocean,2020,46,M,A,2022-02-02,-,-,Europe,4896483,0.0
Malta,Beach litter originating from national land-based sources ends in the Ocean,2021,54,M,A,2022-02-02,-,-,Europe,5283239,0.0
Malta,Beach litter originating from national land-based sources ends in the Ocean,2022,46,M,A,2023-10-08,-,-,Europe,5265779,0.0
Mauritania,Beach litter originating from national land-based sources ends in the Ocean,2017,1293,M,A,2022-02-02,-,-,Africa,4753968,0.03
Mauritania,Beach litter originating from national land-based sources ends in the Ocean,2018,1266,M,A,2022-02-02,-,-,Africa,4709069,0.03
Mauritania,Beach litter originating from national land-based sources ends in the Ocean,2019,1234,M,A,2022-02-02,-,-,Africa,4667449,0.03
Mauritania,Beach litter originating from national land-based sources ends in the Ocean,2020,1318,M,A,2022-02-02,-,-,Africa,4896483,0.03
Mauritania,Beach litter originating from national land-based sources ends in the Ocean,2021,1286,M,A,2022-02-02,-,-,Africa,5283239,0.02
Mauritania,Beach litter originating from national land-based sources ends in the Ocean,2022,1427,M,A,2023-10-08,-,-,Africa,5265779,0.03
Mauritius,Beach litter originating from national land-based sources ends in the Ocean,2017,93,M,A,2022-02-02,-,-,Africa,4753968,0.0
Mauritius,Beach litter originating from national land-based sources ends in the Ocean,2018,101,M,A,2022-02-02,-,-,Africa,4709069,0.0
Mauritius,Beach litter originating from national land-based sources ends in the Ocean,2019,102,M,A,2022-02-02,-,-,Africa,4667449,0.0
Mauritius,Beach litter originating from national land-based sources ends in the Ocean,2020,101,M,A,2022-02-02,-,-,Africa,4896483,0.0
Mauritius,Beach litter originating from national land-based sources ends in the Ocean,2021,106,M,A,2022-02-02,-,-,Africa,5283239,0.0
Mauritius,Beach litter originating from national land-based sources ends in the Ocean,2022,114,M,A,2023-10-08,-,-,Africa,5265779,0.0
Mexico,Beach litter originating from national land-based sources ends in the Ocean,2017,19131,M,A,2022-02-02,-,-,North America,4753968,0.4
Mexico,Beach litter originating from national land-based sources ends in the Ocean,2018,21051,M,A,2022-02-02,-,-,North America,4709069,0.45
Mexico,Beach litter originating from national land-based sources ends in the Ocean,2019,21211,M,A,2022-02-02,-,-,North America,4667449,0.45
Mexico,Beach litter originating from national land-based sources ends in the Ocean,2020,20162,M,A,2022-02-02,-,-,North America,4896483,0.41
Mexico,Beach litter originating from national land-based sources ends in the Ocean,2021,19538,M,A,2022-02-02,-,-,North America,5283239,0.37
Mexico,Beach litter originating from national land-based sources ends in the Ocean,2022,20955,M,A,2023-10-08,-,-,North America,5265779,0.4
Micronesia (Federated States of),Beach litter originating from national land-based sources ends in the Ocean,2017,167,M,A,2022-02-02,-,-,Oceania,4753968,0.0
Micronesia (Federated States of),Beach litter originating from national land-based sources ends in the Ocean,2018,162,M,A,2022-02-02,-,-,Oceania,4709069,0.0
Micronesia (Federated States of),Beach litter originating from national land-based sources ends in the Ocean,2019,174,M,A,2022-02-02,-,-,Oceania,4667449,0.0
Micronesia (Federated States of),Beach litter originating from national land-based sources ends in the Ocean,2020,170,M,A,2022-02-02,-,-,Oceania,4896483,0.0
Micronesia (Federated States of),Beach litter originating from national land-based sources ends in the Ocean,2021,176,M,A,2022-02-02,-,-,Oceania,5283239,0.0
Micronesia (Federated States of),Beach litter originating from national land-based sources ends in the Ocean,2022,176,M,A,2023-10-08,-,-,Oceania,5265779,0.0
Montenegro,Beach litter originating from national land-based sources ends in the Ocean,2017,1143,M,A,2022-02-02,-,-,Europe,4753968,0.02
Montenegro,Beach litter originating from national land-based sources ends in the Ocean,2018,1100,M,A,2022-02-02,-,-,Europe,4709069,0.02
Montenegro,Beach litter originating from national land-based sources ends in the Ocean,2019,1167,M,A,2022-02-02,-,-,Europe,4667449,0.03
Montenegro,Beach litter originating from national land-based sources ends in the Ocean,2020,1127,M,A,2022-02-02,-,-,Europe,4896483,0.02
Montenegro,Beach litter originating from national land-based sources ends in the Ocean,2021,1159,M,A,2022-02-02,-,-,Europe,5283239,0.02
Montenegro,Beach litter originating from national land-based sources ends in the Ocean,2022,1175,M,A,2023-10-08,-,-,Europe,5265779,0.02
Morocco,Beach litter originating from national land-based sources ends in the Ocean,2017,49668,M,A,2022-02-02,-,-,Africa,4753968,1.04
Morocco,Beach litter originating from national land-based sources ends in the Ocean,2018,51493,M,A,2022-02-02,-,-,Africa,4709069,1.09
Morocco,Beach litter originating from national land-based sources ends in the Ocean,2019,48989,M,A,2022-02-02,-,-,Africa,4667449,1.05
Morocco,Beach litter originating from national land-based sources ends in the Ocean,2020,53376,M,A,2022-02-02,-,-,Africa,4896483,1.09
Morocco,Beach litter originating from national land-based sources ends in the Ocean,2021,53206,M,A,2022-02-02,-,-,Africa,5283239,1.01
Morocco,Beach litter originating from national land-based sources ends in the Ocean,2022,56572,M,A,2023-10-08,-,-,Africa,5265779,1.07
Mozambique,Beach litter originating from national land-based sources ends in the Ocean,2017,36822,M,A,2022-02-02,-,-,Africa,4753968,0.77
Mozambique,Beach litter originating from national land-based sources ends in the Ocean,2018,39826,M,A,2022-02-02,-,-,Africa,4709069,0.85
Mozambique,Beach litter originating from national land-based sources ends in the Ocean,2019,40162,M,A,2022-02-02,-,-,Africa,4667449,0.86
Mozambique,Beach litter originating from national land-based sources ends in the Ocean,2020,42499,M,A,2022-02-02,-,-,Africa,4896483,0.87
Mozambique,Beach litter originating from national land-based sources ends in the Ocean,2021,44526,M,A,2022-02-02,-,-,Africa,5283239,0.84
Mozambique,Beach litter originating from national land-based sources ends in the Ocean,2022,45607,M,A,2023-10-08,-,-,Africa,5265779,0.87
Myanmar,Beach litter originating from national land-based sources ends in the Ocean,2017,113879,M,A,2022-02-02,-,-,Asia,4753968,2.4
Myanmar,Beach litter originating from national land-based sources ends in the Ocean,2018,113231,M,A,2022-02-02,-,-,Asia,4709069,2.4
Myanmar,Beach litter originating from national land-based sources ends in the Ocean,2019,115863,M,A,2022-02-02,-,-,Asia,4667449,2.48
Myanmar,Beach litter originating from national land-based sources ends in the Ocean,2020,118887,M,A,2022-02-02,-,-,Asia,4896483,2.43
Myanmar,Beach litter originating from national land-based sources ends in the Ocean,2021,111683,M,A,2022-02-02,-,-,Asia,5283239,2.11
Myanmar,Beach litter originating from national land-based sources ends in the Ocean,2022,111207,M,A,2023-10-08,-,-,Asia,5265779,2.11
Namibia,Beach litter originating from national land-based sources ends in the Ocean,2017,138,M,A,2022-02-02,-,-,Africa,4753968,0.0
Namibia,Beach litter originating from national land-based sources ends in the Ocean,2018,114,M,A,2022-02-02,-,-,Africa,4709069,0.0
Namibia,Beach litter originating from national land-based sources ends in the Ocean,2019,125,M,A,2022-02-02,-,-,Africa,4667449,0.0
Namibia,Beach litter originating from national land-based sources ends in the Ocean,2020,120,M,A,2022-02-02,-,-,Africa,4896483,0.0
Namibia,Beach litter originating from national land-based sources ends in the Ocean,2021,103,M,A,2022-02-02,-,-,Africa,5283239,0.0
Namibia,Beach litter originating from national land-based sources ends in the Ocean,2022,100,M,A,2023-10-08,-,-,Africa,5265779,0.0
Netherlands,Beach litter originating from national land-based sources ends in the Ocean,2017,1061,M,A,2022-02-02,-,-,Europe,4753968,0.02
Netherlands,Beach litter originating from national land-based sources ends in the Ocean,2018,2721,M,A,2022-02-02,-,-,Europe,4709069,0.06
Netherlands,Beach litter originating from national land-based sources ends in the Ocean,2019,2687,M,A,2022-02-02,-,-,Europe,4667449,0.06
Netherlands,Beach litter originating from national land-based sources ends in the Ocean,2020,2170,M,A,2022-02-02,-,-,Europe,4896483,0.04
Netherlands,Beach litter originating from national land-based sources ends in the Ocean,2021,2094,M,A,2022-02-02,-,-,Europe,5283239,0.04
Netherlands,Beach litter originating from national land-based sources ends in the Ocean,2022,3049,M,A,2023-10-08,-,-,Europe,5265779,0.06
New Zealand,Beach litter originating from national land-based sources ends in the Ocean,2017,312,M,A,2022-02-02,-,-,Oceania,4753968,0.01
New Zealand,Beach litter originating from national land-based sources ends in the Ocean,2018,337,M,A,2022-02-02,-,-,Oceania,4709069,0.01
New Zealand,Beach litter originating from national land-based sources ends in the Ocean,2019,353,M,A,2022-02-02,-,-,Oceania,4667449,0.01
New Zealand,Beach litter originating from national land-based sources ends in the Ocean,2020,375,M,A,2022-02-02,-,-,Oceania,4896483,0.01
New Zealand,Beach litter originating from national land-based sources ends in the Ocean,2021,401,M,A,2022-02-02,-,-,Oceania,5283239,0.01
New Zealand,Beach litter originating from national land-based sources ends in the Ocean,2022,394,M,A,2023-10-08,-,-,Oceania,5265779,0.01
Nicaragua,Beach litter originating from national land-based sources ends in the Ocean,2017,20865,M,A,2022-02-02,-,-,North America,4753968,0.44
Nicaragua,Beach litter originating from national land-based sources ends in the Ocean,2018,21839,M,A,2022-02-02,-,-,North America,4709069,0.46
Nicaragua,Beach litter originating from national land-based sources ends in the Ocean,2019,23496,M,A,2022-02-02,-,-,North America,4667449,0.5
Nicaragua,Beach litter originating from national land-based sources ends in the Ocean,2020,22313,M,A,2022-02-02,-,-,North America,4896483,0.46
Nicaragua,Beach litter originating from national land-based sources ends in the Ocean,2021,21576,M,A,2022-02-02,-,-,North America,5283239,0.41
Nicaragua,Beach litter originating from national land-based sources ends in the Ocean,2022,21222,M,A,2023-10-08,-,-,North America,5265779,0.4
Nigeria,Beach litter originating from national land-based sources ends in the Ocean,2017,7180,M,A,2022-02-02,-,-,Africa,4753968,0.15
Nigeria,Beach litter originating from national land-based sources ends in the Ocean,2018,7546,M,A,2022-02-02,-,-,Africa,4709069,0.16
Nigeria,Beach litter originating from national land-based sources ends in the Ocean,2019,5705,M,A,2022-02-02,-,-,Africa,4667449,0.12
Nigeria,Beach litter originating from national land-based sources ends in the Ocean,2020,5784,M,A,2022-02-02,-,-,Africa,4896483,0.12
Nigeria,Beach litter originating from national land-based sources ends in the Ocean,2021,10980,M,A,2022-02-02,-,-,Africa,5283239,0.21
Nigeria,Beach litter originating from national land-based sources ends in the Ocean,2022,8080,M,A,2023-10-08,-,-,Africa,5265779,0.15
Norway,Beach litter originating from national land-based sources ends in the Ocean,2017,73,M,A,2022-02-02,-,-,Europe,4753968,0.0
Norway,Beach litter originating from national land-based sources ends in the Ocean,2018,81,M,A,2022-02-02,-,-,Europe,4709069,0.0
Norway,Beach litter originating from national land-based sources ends in the Ocean,2019,97,M,A,2022-02-02,-,-,Europe,4667449,0.0
Norway,Beach litter originating from national land-based sources ends in the Ocean,2020,63,M,A,2022-02-02,-,-,Europe,4896483,0.0
Norway,Beach litter originating from national land-based sources ends in the Ocean,2021,83,M,A,2022-02-02,-,-,Europe,5283239,0.0
Norway,Beach litter originating from national land-based sources ends in the Ocean,2022,71,M,A,2023-10-08,-,-,Europe,5265779,0.0
Oman,Beach litter originating from national land-based sources ends in the Ocean,2017,96,M,A,2022-02-02,-,-,Asia,4753968,0.0
Oman,Beach litter originating from national land-based sources ends in the Ocean,2018,97,M,A,2022-02-02,-,-,Asia,4709069,0.0
Oman,Beach litter originating from national land-based sources ends in the Ocean,2019,87,M,A,2022-02-02,-,-,Asia,4667449,0.0
Oman,Beach litter originating from national land-based sources ends in the Ocean,2020,84,M,A,2022-02-02,-,-,Asia,4896483,0.0
Oman,Beach litter originating from national land-based sources ends in the Ocean,2021,103,M,A,2022-02-02,-,-,Asia,5283239,0.0
Oman,Beach litter originating from national land-based sources ends in the Ocean,2022,99,M,A,2023-10-08,-,-,Asia,5265779,0.0
Pakistan,Beach litter originating from national land-based sources ends in the Ocean,2017,26146,M,A,2022-02-02,-,-,Asia,4753968,0.55
Pakistan,Beach litter originating from national land-based sources ends in the Ocean,2018,26365,M,A,2022-02-02,-,-,Asia,4709069,0.56
Pakistan,Beach litter originating from national land-based sources ends in the Ocean,2019,30167,M,A,2022-02-02,-,-,Asia,4667449,0.65
Pakistan,Beach litter originating from national land-based sources ends in the Ocean,2020,29930,M,A,2022-02-02,-,-,Asia,4896483,0.61
Pakistan,Beach litter originating from national land-based sources ends in the Ocean,2021,30671,M,A,2022-02-02,-,-,Asia,5283239,0.58
Pakistan,Beach litter originating from national land-based sources ends in the Ocean,2022,27394,M,A,2023-10-08,-,-,Asia,5265779,0.52
Palau,Beach litter originating from national land-based sources ends in the Ocean,2017,34,M,A,2022-02-02,-,-,Oceania,4753968,0.0
Palau,Beach litter originating from national land-based sources ends in the Ocean,2018,38,M,A,2022-02-02,-,-,Oceania,4709069,0.0
Palau,Beach litter originating from national land-based sources ends in the Ocean,2019,36,M,A,2022-02-02,-,-,Oceania,4667449,0.0
Palau,Beach litter originating from national land-based sources ends in the Ocean,2020,27,M,A,2022-02-02,-,-,Oceania,4896483,0.0
Palau,Beach litter originating from national land-based sources ends in the Ocean,2021,34,M,A,2022-02-02,-,-,Oceania,5283239,0.0
Palau,Beach litter originating from national land-based sources ends in the Ocean,2022,29,M,A,2023-10-08,-,-,Oceania,5265779,0.0
Panama,Beach litter originating from national land-based sources ends in the Ocean,2017,6676,M,A,2022-02-02,-,-,North America,4753968,0.14
Panama,Beach litter originating from national land-based sources ends in the Ocean,2018,6949,M,A,2022-02-02,-,-,North America,4709069,0.15
Panama,Beach litter originating from national land-based sources ends in the Ocean,2019,6134,M,A,2022-02-02,-,-,North America,4667449,0.13
Panama,Beach litter originating from national land-based sources ends in the Ocean,2020,6533,M,A,2022-02-02,-,-,North America,4896483,0.13
Panama,Beach litter originating from national land-based sources ends in the Ocean,2021,5785,M,A,2022-02-02,-,-,North America,5283239,0.11
Panama,Beach litter originating from national land-based sources ends in the Ocean,2022,5901,M,A,2023-10-08,-,-,North America,5265779,0.11
Papua New Guinea,Beach litter originating from national land-based sources ends in the Ocean,2017,8982,M,A,2022-02-02,-,-,Oceania,4753968,0.19
Papua New Guinea,Beach litter originating from national land-based sources ends in the Ocean,2018,9327,M,A,2022-02-02,-,-,Oceania,4709069,0.2
Papua New Guinea,Beach litter originating from national land-based sources ends in the Ocean,2019,7841,M,A,2022-02-02,-,-,Oceania,4667449,0.17
Papua New Guinea,Beach litter originating from national land-based sources ends in the Ocean,2020,7210,M,A,2022-02-02,-,-,Oceania,4896483,0.15
Papua New Guinea,Beach litter originating from national land-based sources ends in the Ocean,2021,8880,M,A,2022-02-02,-,-,Oceania,5283239,0.17
Papua New Guinea,Beach litter originating from national land-based sources ends in the Ocean,2022,7184,M,A,2023-10-08,-,-,Oceania,5265779,0.14
Peru,Beach litter originating from national land-based sources ends in the Ocean,2017,6468,M,A,2022-02-02,-,-,South America,4753968,0.14
Peru,Beach litter originating from national land-based sources ends in the Ocean,2018,6770,M,A,2022-02-02,-,-,South America,4709069,0.14
Peru,Beach litter originating from national land-based sources ends in the Ocean,2019,6280,M,A,2022-02-02,-,-,South America,4667449,0.13
Peru,Beach litter originating from national land-based sources ends in the Ocean,2020,6720,M,A,2022-02-02,-,-,South America,4896483,0.14
Peru,Beach litter originating from national land-based sources ends in the Ocean,2021,8249,M,A,2022-02-02,-,-,South America,5283239,0.16
Peru,Beach litter originating from national land-based sources ends in the Ocean,2022,7731,M,A,2023-10-08,-,-,South America,5265779,0.15
Philippines,Beach litter originating from national land-based sources ends in the Ocean,2017,1022158,M,A,2022-02-02,-,-,Asia,4753968,21.5
Philippines,Beach litter originating from national land-based sources ends in the Ocean,2018,978280,M,A,2022-02-02,-,-,Asia,4709069,20.77
Philippines,Beach litter originating from national land-based sources ends in the Ocean,2019,947184,M,A,2022-02-02,-,-,Asia,4667449,20.29
Philippines,Beach litter originating from national land-based sources ends in the Ocean,2020,1012534,M,A,2022-02-02,-,-,Asia,4896483,20.68
Philippines,Beach litter originating from national land-based sources ends in the Ocean,2021,1147105,M,A,2022-02-02,-,-,Asia,5283239,21.71
Philippines,Beach litter originating from national land-based sources ends in the Ocean,2022,1182803,M,A,2023-10-08,-,-,Asia,5265779,22.46
Poland,Beach litter originating from national land-based sources ends in the Ocean,2017,35,M,A,2022-02-02,-,-,Europe,4753968,0.0
Poland,Beach litter originating from national land-based sources ends in the Ocean,2018,114,M,A,2022-02-02,-,-,Europe,4709069,0.0
Poland,Beach litter originating from national land-based sources ends in the Ocean,2019,70,M,A,2022-02-02,-,-,Europe,4667449,0.0
Poland,Beach litter originating from national land-based sources ends in the Ocean,2020,81,M,A,2022-02-02,-,-,Europe,4896483,0.0
Poland,Beach litter originating from national land-based sources ends in the Ocean,2021,80,M,A,2022-02-02,-,-,Europe,5283239,0.0
Poland,Beach litter originating from national land-based sources ends in the Ocean,2022,90,M,A,2023-10-08,-,-,Europe,5265779,0.0
Portugal,Beach litter originating from national land-based sources ends in the Ocean,2017,673,M,A,2022-02-02,-,-,Europe,4753968,0.01
Portugal,Beach litter originating from national land-based sources ends in the Ocean,2018,593,M,A,2022-02-02,-,-,Europe,4709069,0.01
Portugal,Beach litter originating from national land-based sources ends in the Ocean,2019,544,M,A,2022-02-02,-,-,Europe,4667449,0.01
Portugal,Beach litter originating from national land-based sources ends in the Ocean,2020,583,M,A,2022-02-02,-,-,Europe,4896483,0.01
Portugal,Beach litter originating from national land-based sources ends in the Ocean,2021,662,M,A,2022-02-02,-,-,Europe,5283239,0.01
Portugal,Beach litter originating from national land-based sources ends in the Ocean,2022,594,M,A,2023-10-08,-,-,Europe,5265779,0.01
Qatar,Beach litter originating from national land-based sources ends in the Ocean,2017,23,M,A,2022-02-02,-,-,Asia,4753968,0.0
Qatar,Beach litter originating from national land-based sources ends in the Ocean,2018,22,M,A,2022-02-02,-,-,Asia,4709069,0.0
Qatar,Beach litter originating from national land-based sources ends in the Ocean,2019,17,M,A,2022-02-02,-,-,Asia,4667449,0.0
Qatar,Beach litter originating from national land-based sources ends in the Ocean,2020,20,M,A,2022-02-02,-,-,Asia,4896483,0.0
Qatar,Beach litter originating from national land-based sources ends in the Ocean,2021,20,M,A,2022-02-02,-,-,Asia,5283239,0.0
Qatar,Beach litter originating from national land-based sources ends in the Ocean,2022,26,M,A,2023-10-08,-,-,Asia,5265779,0.0
Republic of Korea,Beach litter originating from national land-based sources ends in the Ocean,2017,3186,M,A,2022-02-02,-,-,Unknown,4753968,0.07
Republic of Korea,Beach litter originating from national land-based sources ends in the Ocean,2018,3831,M,A,2022-02-02,-,-,Unknown,4709069,0.08
Republic of Korea,Beach litter originating from national land-based sources ends in the Ocean,2019,3556,M,A,2022-02-02,-,-,Unknown,4667449,0.08
Republic of Korea,Beach litter originating from national land-based sources ends in the Ocean,2020,3400,M,A,2022-02-02,-,-,Unknown,4896483,0.07
Republic of Korea,Beach litter originating from national land-based sources ends in the Ocean,2021,3344,M,A,2022-02-02,-,-,Unknown,5283239,0.06
Republic of Korea,Beach litter originating from national land-based sources ends in the Ocean,2022,3720,M,A,2023-10-08,-,-,Unknown,5265779,0.07
Romania,Beach litter originating from national land-based sources ends in the Ocean,2017,1227,M,A,2022-02-02,-,-,Europe,4753968,0.03
Romania,Beach litter originating from national land-based sources ends in the Ocean,2018,637,M,A,2022-02-02,-,-,Europe,4709069,0.01
Romania,Beach litter originating from national land-based sources ends in the Ocean,2019,877,M,A,2022-02-02,-,-,Europe,4667449,0.02
Romania,Beach litter originating from national land-based sources ends in the Ocean,2020,806,M,A,2022-02-02,-,-,Europe,4896483,0.02
Romania,Beach litter originating from national land-based sources ends in the Ocean,2021,1064,M,A,2022-02-02,-,-,Europe,5283239,0.02
Romania,Beach litter originating from national land-based sources ends in the Ocean,2022,1247,M,A,2023-10-08,-,-,Europe,5265779,0.02
Russian Federation,Beach litter originating from national land-based sources ends in the Ocean,2017,11947,M,A,2022-02-02,-,-,Europe,4753968,0.25
Russian Federation,Beach litter originating from national land-based sources ends in the Ocean,2018,13326,M,A,2022-02-02,-,-,Europe,4709069,0.28
Russian Federation,Beach litter originating from national land-based sources ends in the Ocean,2019,13764,M,A,2022-02-02,-,-,Europe,4667449,0.29
Russian Federation,Beach litter originating from national land-based sources ends in the Ocean,2020,12951,M,A,2022-02-02,-,-,Europe,4896483,0.26
Russian Federation,Beach litter originating from national land-based sources ends in the Ocean,2021,14862,M,A,2022-02-02,-,-,Europe,5283239,0.28
Russian Federation,Beach litter originating from national land-based sources ends in the Ocean,2022,14390,M,A,2023-10-08,-,-,Europe,5265779,0.27
Saint Kitts and Nevis,Beach litter originating from national land-based sources ends in the Ocean,2017,25,M,A,2022-02-02,-,-,North America,4753968,0.0
Saint Kitts and Nevis,Beach litter originating from national land-based sources ends in the Ocean,2018,25,M,A,2022-02-02,-,-,North America,4709069,0.0
Saint Kitts and Nevis,Beach litter originating from national land-based sources ends in the Ocean,2019,26,M,A,2022-02-02,-,-,North America,4667449,0.0
Saint Kitts and Nevis,Beach litter originating from national land-based sources ends in the Ocean,2020,32,M,A,2022-02-02,-,-,North America,4896483,0.0
Saint Kitts and Nevis,Beach litter originating from national land-based sources ends in the Ocean,2021,34,M,A,2022-02-02,-,-,North America,5283239,0.0
Saint Kitts and Nevis,Beach litter originating from national land-based sources ends in the Ocean,2022,39,M,A,2023-10-08,-,-,North America,5265779,0.0
Saint Lucia,Beach litter originating from national land-based sources ends in the Ocean,2017,1127,M,A,2022-02-02,-,-,North America,4753968,0.02
Saint Lucia,Beach litter originating from national land-based sources ends in the Ocean,2018,1249,M,A,2022-02-02,-,-,North America,4709069,0.03
Saint Lucia,Beach litter originating from national land-based sources ends in the Ocean,2019,1315,M,A,2022-02-02,-,-,North America,4667449,0.03
Saint Lucia,Beach litter originating from national land-based sources ends in the Ocean,2020,1449,M,A,2022-02-02,-,-,North America,4896483,0.03
Saint Lucia,Beach litter originating from national land-based sources ends in the Ocean,2021,1416,M,A,2022-02-02,-,-,North America,5283239,0.03
Saint Lucia,Beach litter originating from national land-based sources ends in the Ocean,2022,1488,M,A,2023-10-08,-,-,North America,5265779,0.03
Saint Vincent and the Grenadines,Beach litter originating from national land-based sources ends in the Ocean,2017,312,M,A,2022-02-02,-,-,North America,4753968,0.01
Saint Vincent and the Grenadines,Beach litter originating from national land-based sources ends in the Ocean,2018,316,M,A,2022-02-02,-,-,North America,4709069,0.01
Saint Vincent and the Grenadines,Beach litter originating from national land-based sources ends in the Ocean,2019,333,M,A,2022-02-02,-,-,North America,4667449,0.01
Saint Vincent and the Grenadines,Beach litter originating from national land-based sources ends in the Ocean,2020,334,M,A,2022-02-02,-,-,North America,4896483,0.01
Saint Vincent and the Grenadines,Beach litter originating from national land-based sources ends in the Ocean,2021,363,M,A,2022-02-02,-,-,North America,5283239,0.01
Saint Vincent and the Grenadines,Beach litter originating from national land-based sources ends in the Ocean,2022,368,M,A,2023-10-08,-,-,North America,5265779,0.01
Samoa,Beach litter originating from national land-based sources ends in the Ocean,2017,384,M,A,2022-02-02,-,-,Oceania,4753968,0.01
Samoa,Beach litter originating from national land-based sources ends in the Ocean,2018,471,M,A,2022-02-02,-,-,Oceania,4709069,0.01
Samoa,Beach litter originating from national land-based sources ends in the Ocean,2019,424,M,A,2022-02-02,-,-,Oceania,4667449,0.01
Samoa,Beach litter originating from national land-based sources ends in the Ocean,2020,483,M,A,2022-02-02,-,-,Oceania,4896483,0.01
Samoa,Beach litter originating from national land-based sources ends in the Ocean,2021,508,M,A,2022-02-02,-,-,Oceania,5283239,0.01
Samoa,Beach litter originating from national land-based sources ends in the Ocean,2022,614,M,A,2023-10-08,-,-,Oceania,5265779,0.01
Sao Tome and Principe,Beach litter originating from national land-based sources ends in the Ocean,2017,41,M,A,2022-02-02,-,-,Africa,4753968,0.0
Sao Tome and Principe,Beach litter originating from national land-based sources ends in the Ocean,2018,85,M,A,2022-02-02,-,-,Africa,4709069,0.0
Sao Tome and Principe,Beach litter originating from national land-based sources ends in the Ocean,2019,49,M,A,2022-02-02,-,-,Africa,4667449,0.0
Sao Tome and Principe,Beach litter originating from national land-based sources ends in the Ocean,2020,58,M,A,2022-02-02,-,-,Africa,4896483,0.0
Sao Tome and Principe,Beach litter originating from national land-based sources ends in the Ocean,2021,39,M,A,2022-02-02,-,-,Africa,5283239,0.0
Sao Tome and Principe,Beach litter originating from national land-based sources ends in the Ocean,2022,68,M,A,2023-10-08,-,-,Africa,5265779,0.0
Saudi Arabia,Beach litter originating from national land-based sources ends in the Ocean,2017,283,M,A,2022-02-02,-,-,Asia,4753968,0.01
Saudi Arabia,Beach litter originating from national land-based sources ends in the Ocean,2018,271,M,A,2022-02-02,-,-,Asia,4709069,0.01
Saudi Arabia,Beach litter originating from national land-based sources ends in the Ocean,2019,255,M,A,2022-02-02,-,-,Asia,4667449,0.01
Saudi Arabia,Beach litter originating from national land-based sources ends in the Ocean,2020,277,M,A,2022-02-02,-,-,Asia,4896483,0.01
Saudi Arabia,Beach litter originating from national land-based sources ends in the Ocean,2021,200,M,A,2022-02-02,-,-,Asia,5283239,0.0
Saudi Arabia,Beach litter originating from national land-based sources ends in the Ocean,2022,206,M,A,2023-10-08,-,-,Asia,5265779,0.0
Senegal,Beach litter originating from national land-based sources ends in the Ocean,2017,7210,M,A,2022-02-02,-,-,Africa,4753968,0.15
Senegal,Beach litter originating from national land-based sources ends in the Ocean,2018,6430,M,A,2022-02-02,-,-,Africa,4709069,0.14
Senegal,Beach litter originating from national land-based sources ends in the Ocean,2019,6157,M,A,2022-02-02,-,-,Africa,4667449,0.13
Senegal,Beach litter originating from national land-based sources ends in the Ocean,2020,6384,M,A,2022-02-02,-,-,Africa,4896483,0.13
Senegal,Beach litter originating from national land-based sources ends in the Ocean,2021,4900,M,A,2022-02-02,-,-,Africa,5283239,0.09
Senegal,Beach litter originating from national land-based sources ends in the Ocean,2022,6485,M,A,2023-10-08,-,-,Africa,5265779,0.12
Seychelles,Beach litter originating from national land-based sources ends in the Ocean,2017,23,M,A,2022-02-02,-,-,Africa,4753968,0.0
Seychelles,Beach litter originating from national land-based sources ends in the Ocean,2018,23,M,A,2022-02-02,-,-,Africa,4709069,0.0
Seychelles,Beach litter originating from national land-based sources ends in the Ocean,2019,24,M,A,2022-02-02,-,-,Africa,4667449,0.0
Seychelles,Beach litter originating from national land-based sources ends in the Ocean,2020,27,M,A,2022-02-02,-,-,Africa,4896483,0.0
Seychelles,Beach litter originating from national land-based sources ends in the Ocean,2021,27,M,A,2022-02-02,-,-,Africa,5283239,0.0
Seychelles,Beach litter originating from national land-based sources ends in the Ocean,2022,25,M,A,2023-10-08,-,-,Africa,5265779,0.0
Sierra Leone,Beach litter originating from national land-based sources ends in the Ocean,2017,147,M,A,2022-02-02,-,-,Africa,4753968,0.0
Sierra Leone,Beach litter originating from national land-based sources ends in the Ocean,2018,178,M,A,2022-02-02,-,-,Africa,4709069,0.0
